"","match","int_corr","race_dif","age_dif","field_cd_dif","undergrd_dif","imprace_dif","imprelig_dif","from_dif","goal_dif","date_dif","go_out_dif","career_c_dif","sports_dif","tvsports_dif","exercise_dif","dining_dif","museums_dif","art_dif","hiking_dif","gaming_dif","clubbing_dif","reading_dif","tv_dif","theater_dif","movies_dif","concerts_dif","music_dif","shopping_dif","yoga_dif","exphappy_dif","attr1_1_dif","sinc1_1_dif","intel1_1_dif","fun1_1_dif","amb1_1_dif","shar1_1_dif","attr2_1_dif","sinc2_1_dif","intel2_1_dif","fun2_1_dif","amb2_1_dif","shar2_1_dif","attr3_1_dif","sinc3_1_dif","intel3_1_dif","fun3_1_dif","amb3_1_dif","id_1","id_2"
"1731",0,0.26,1,1,0,1,4,2,1,1,0,5,0,3,1,2,0,4,4,4,1,2,1,3,5,2,4,1,1,0,4,20,0,5,0,5,10,10,5,5,0,5,5,0,1,1,4,2,236,246
"1732",0,-0.14,0,1,0,1,2,2,1,1,1,3,0,4,2,4,6,6,7,2,3,6,2,2,1,4,1,7,2,4,1,5,10,5,5,15,10,0,2,10,7,5,0,2,1,0,8,4,236,247
"1733",0,-0.03,1,3,1,1,2,2,1,1,3,0,1,2,5,5,0,4,8,1,5,0,1,2,3,0,0,3,2,1,1,10,5,5,0,0,10,10,5,5,5,10,5,2,3,0,2,0,236,248
"1734",0,0.47,1,9,1,1,1,4,1,0,4,0,1,2,3,2,3,1,3,6,0,2,3,2,1,1,4,5,0,1,2,7,2,0,5,10,6,15,5,15,20,15,0,0,0,2,3,1,236,249
"1735",0,0.39,1,1,1,1,2,2,1,1,5,0,0,2,4,5,3,1,1,1,0,6,3,4,5,2,6,0,2,3,0,5,0,5,0,5,5,10,10,10,10,0,0,3,0,2,1,2,236,250
"1736",0,0.39,1,9,1,1,1,1,1,1,3,0,1,2,0,2,1,1,1,2,7,4,2,2,2,2,2,2,2,1,2,4,1,4,1,4,10,17,10,20,15,5,3,1,1,2,1,1,236,251
"1737",0,0.38,0,7,1,1,8,2,1,1,1,2,1,6,1,3,2,3,1,4,6,2,1,1,3,3,6,1,4,8,2,10,0,0,5,15,0,10,20,0,10,0,0,1,1,1,1,3,237,243
"1738",0,0.73,0,6,1,1,2,8,1,1,2,1,1,4,1,0,1,2,5,0,0,2,3,3,0,3,1,5,1,9,1,10,0,0,10,10,10,10,15,5,10,10,0,1,0,2,0,2,237,244
"1739",0,0.31,0,2,0,1,9,5,1,1,2,2,1,2,0,8,1,1,1,5,7,5,1,4,1,2,4,3,1,4,2,8,10,10,10,10,12,5,6,4,12,10,5,3,3,0,1,1,237,245
"1740",0,0.24,0,9,1,1,3,0,1,1,0,2,1,5,4,5,0,3,4,6,1,5,2,2,1,3,6,0,3,8,1,25,0,10,0,10,5,10,0,10,0,5,5,1,2,1,1,2,237,246
"1741",0,0.27,1,9,1,1,9,0,1,1,1,0,1,4,3,3,6,5,7,0,3,1,5,3,5,3,1,6,0,4,2,10,10,10,5,20,15,0,7,5,7,5,0,3,0,0,5,4,237,247
"1742",0,0.15,1,7,1,1,9,0,1,1,3,3,1,6,0,2,0,3,8,1,5,7,4,3,1,1,2,2,4,9,2,15,5,0,0,5,5,10,10,0,5,10,5,3,4,0,1,0,237,248
"1743",0,-0.09,1,1,1,1,8,6,1,1,4,3,1,6,8,9,3,0,3,8,0,5,0,1,5,2,6,4,2,9,1,12,2,5,5,15,11,15,10,10,20,15,0,1,1,2,0,1,237,249
"1744",1,0.6,1,9,1,1,9,0,1,1,5,3,1,6,1,2,3,2,1,3,0,1,0,5,1,3,8,1,4,5,3,10,0,0,0,10,0,10,15,5,10,0,0,2,1,2,2,2,237,250
"1745",0,0.14,1,1,0,1,8,1,1,1,3,3,1,6,5,9,1,0,1,4,7,3,1,1,2,3,4,1,0,7,1,9,1,1,1,1,5,17,15,15,15,5,3,0,0,2,2,1,237,251
"1746",0,0.28,0,0,1,1,1,2,1,1,4,1,1,1,3,1,1,5,2,3,5,5,2,0,4,0,2,2,1,4,1,5,0,0,10,10,5,30,15,5,5,10,5,3,0,0,2,3,238,243
"1747",1,0.18,0,1,1,1,5,4,1,1,3,2,1,3,3,2,0,4,6,1,1,5,6,4,1,0,7,6,4,5,0,5,0,0,5,5,5,30,10,0,5,20,5,3,1,1,3,2,238,244
"1748",0,0.26,0,5,1,1,2,1,1,1,3,1,1,5,4,6,2,3,2,4,6,2,2,3,2,1,4,4,6,0,3,3,10,10,5,5,7,25,1,1,7,20,10,5,2,1,4,1,238,245
"1749",0,0.46,0,2,1,1,4,4,1,0,5,5,1,2,0,3,1,5,5,5,0,2,1,3,0,0,2,1,2,4,2,20,0,10,5,5,10,10,5,5,5,15,0,3,1,2,4,2,238,246
"1750",0,-0.14,1,2,1,1,2,4,1,0,4,3,1,3,1,1,7,7,8,1,2,6,2,2,6,6,7,7,5,0,1,5,10,10,0,15,10,20,2,10,2,5,5,5,1,1,8,4,238,247
"1751",0,0.14,1,0,1,1,2,4,1,0,2,0,1,1,4,0,1,5,9,0,4,0,1,2,2,2,6,3,1,5,1,10,5,0,5,0,10,30,5,5,0,20,0,5,3,1,2,0,238,248
"1752",0,0.2,1,6,1,1,1,2,1,1,1,0,1,1,4,7,2,2,4,7,1,2,3,2,6,1,2,5,3,5,0,7,2,5,0,10,6,35,5,15,15,25,5,3,0,1,3,1,238,249
"1753",1,0.81,1,2,1,1,2,4,1,1,0,0,1,1,3,0,2,0,0,2,1,6,3,4,0,0,0,0,1,1,2,5,0,0,5,5,5,30,10,10,5,10,5,0,0,1,1,2,238,250
"1754",0,0.03,1,6,1,1,1,3,1,1,2,0,1,1,1,7,2,2,2,3,6,4,2,2,3,0,4,2,5,3,0,4,1,1,4,4,10,37,10,20,10,15,2,2,1,1,1,1,238,251
"1755",0,0.28,0,7,1,1,4,3,1,0,0,1,1,4,1,2,1,3,1,3,6,3,0,1,3,1,2,1,5,6,1,10,5,0,5,0,10,0,5,0,0,0,5,0,0,0,1,1,239,243
"1756",0,0.66,0,6,1,1,2,3,1,0,1,0,0,2,1,5,0,2,3,1,0,3,4,3,0,1,3,3,2,7,2,10,5,0,10,5,0,0,0,5,0,10,5,0,1,1,0,6,239,244
"1757",1,0.54,0,2,1,1,5,0,1,1,1,1,1,0,2,3,2,1,1,4,7,0,0,4,1,0,0,1,0,2,5,8,15,10,10,5,2,5,9,4,2,10,0,2,2,1,1,3,239,245
"1758",0,0.52,0,9,0,1,1,5,1,1,1,3,1,3,2,0,1,3,2,5,1,0,1,2,1,1,2,2,4,6,4,25,5,10,0,5,15,20,15,10,10,5,10,0,1,2,1,2,239,246
"1759",0,0.02,1,9,0,1,5,5,1,1,0,1,1,2,1,2,7,5,5,1,3,4,4,3,5,5,3,4,1,2,1,10,5,10,5,5,5,10,8,5,3,5,5,2,1,1,5,0,239,247
"1760",0,0.15,1,7,1,1,5,5,1,1,2,2,0,4,2,3,1,3,6,0,5,2,3,3,1,1,2,0,5,7,1,15,10,0,0,10,15,0,5,0,5,10,10,2,3,1,1,4,239,248
"1761",0,0.32,1,1,1,1,4,1,1,0,3,2,0,4,6,4,2,0,1,7,0,0,1,1,5,0,2,2,3,7,2,12,3,5,5,0,1,5,5,10,10,15,5,0,0,1,0,3,239,249
"1762",0,0.6,1,9,1,1,5,5,1,1,4,2,1,4,1,3,2,2,3,2,0,4,1,5,1,1,4,3,5,3,0,10,5,0,0,5,10,0,0,5,0,0,5,3,0,1,2,6,239,250
"1763",0,0.37,1,1,1,1,4,4,1,1,2,2,1,4,3,4,2,0,1,3,7,2,0,1,2,1,0,1,1,5,2,9,6,1,1,14,15,7,0,15,5,5,8,1,1,1,2,5,239,251
"1764",0,0.09,1,1,1,1,1,2,1,1,0,1,1,3,8,2,1,5,0,4,7,6,1,5,5,1,2,2,4,1,4,10,10,10,15,5,0,20,20,5,5,0,0,4,1,6,3,1,240,243
"1765",0,-0.31,1,2,0,1,7,8,1,1,1,0,1,5,8,1,2,4,4,0,13,6,3,1,2,1,7,6,7,2,3,10,10,10,0,0,10,20,15,0,5,10,0,4,2,7,2,4,240,244
"1766",0,0.18,1,6,1,1,0,5,1,1,1,1,1,7,9,7,4,3,0,5,6,3,1,8,3,2,4,4,9,3,0,8,20,0,0,0,12,15,6,1,7,10,5,2,1,5,1,1,240,245
"1767",0,-0.25,1,1,1,1,6,0,1,0,1,3,1,4,5,4,3,5,3,6,12,3,2,2,1,1,2,1,5,1,1,25,10,20,10,0,5,0,0,5,5,5,5,4,0,4,1,0,240,246
"1768",0,-0.06,0,1,1,1,0,0,1,0,0,1,1,5,6,2,9,7,6,0,10,7,5,7,7,7,7,7,8,3,4,10,0,20,5,10,15,10,7,10,2,5,0,2,2,5,3,2,240,247
"1769",0,0.09,1,1,0,1,0,0,1,0,2,2,1,3,9,1,3,5,7,1,8,1,4,7,3,3,6,3,4,2,4,15,15,10,10,5,5,20,10,5,0,10,5,2,2,5,3,2,240,248
"1770",0,-0.18,1,7,0,1,1,6,1,1,3,2,1,3,1,8,0,2,2,8,13,3,0,3,7,2,2,5,6,2,3,12,8,15,5,5,11,25,10,15,15,15,0,4,1,7,2,1,240,249
"1771",1,-0.38,1,1,1,1,0,0,1,1,4,2,1,3,8,1,0,0,2,3,13,7,0,9,1,1,0,0,4,2,5,10,10,10,10,0,0,20,15,10,5,0,0,7,1,7,4,4,240,250
"1772",0,0.28,1,7,1,1,1,1,1,1,2,2,1,3,4,8,4,2,0,4,6,5,1,3,4,1,4,2,8,0,3,9,11,11,9,9,5,27,15,20,10,5,3,5,2,7,4,3,240,251
"1773",1,0.51,1,2,1,1,1,2,1,0,2,0,1,1,1,2,2,2,1,1,6,0,5,4,2,5,2,1,0,1,4,70,18,18,23,3,8,70,20,13,17,10,5,1,1,1,0,3,241,243
"1774",0,0,1,1,0,1,7,8,1,0,1,1,0,3,1,5,1,1,3,5,0,0,9,8,5,5,3,3,3,2,3,70,18,18,8,8,18,70,15,8,17,20,5,1,0,2,1,2,241,244
"1775",0,0.11,1,3,1,1,0,5,1,1,1,0,1,5,0,3,1,0,1,0,7,3,5,1,4,4,0,1,5,3,0,72,8,28,8,8,20,65,6,9,15,20,10,3,3,0,2,1,241,245
"1776",0,0.14,1,4,1,1,6,0,1,1,3,4,1,2,4,0,0,2,2,1,1,3,4,7,6,5,2,2,1,1,1,55,18,8,18,8,3,50,0,3,27,15,0,1,2,1,2,2,241,246
"1777",0,-0.15,0,4,1,1,0,0,1,1,2,2,1,3,3,2,6,4,5,5,3,1,1,2,0,1,3,4,4,3,4,70,28,8,13,2,23,60,7,18,20,5,5,3,0,0,6,4,241,247
"1778",1,0.17,1,2,0,1,0,0,1,1,0,1,0,1,0,3,0,2,6,4,5,5,2,2,4,3,2,0,0,2,4,65,13,18,18,13,3,70,10,13,22,20,0,3,4,0,0,0,241,248
"1779",0,0.19,1,4,0,1,1,6,1,0,1,1,0,1,8,4,3,1,1,3,0,3,6,6,0,4,2,2,2,2,3,68,20,13,13,3,19,75,10,23,7,25,5,1,1,2,1,1,241,249
"1780",1,0.76,1,4,1,1,0,0,1,1,2,1,1,1,1,3,3,3,3,2,0,1,6,0,6,5,4,3,0,2,5,70,18,18,18,8,8,70,15,18,17,10,5,2,1,2,1,2,241,250
"1781",0,-0.01,1,4,1,1,1,1,1,1,0,1,1,1,5,4,1,1,1,1,7,1,5,6,3,5,0,1,4,0,3,71,17,17,17,17,3,77,15,28,12,15,2,0,0,2,1,1,241,251
"1782",1,0.31,1,1,1,1,1,0,1,1,1,1,0,1,3,2,1,5,2,4,3,6,1,4,4,1,2,2,5,6,0,0,0,5,5,0,0,10,15,5,5,5,0,0,0,1,1,1,242,243
"1783",0,0.19,1,2,1,1,5,6,1,1,2,0,1,1,3,5,0,4,6,0,3,6,3,8,1,1,7,6,2,7,1,0,0,5,10,5,10,10,10,10,5,15,0,0,1,2,0,6,242,244
"1784",0,0.73,1,6,1,1,2,3,1,1,2,1,1,3,4,3,2,3,2,5,4,3,1,1,2,2,4,4,0,2,4,2,10,5,10,5,12,5,1,9,7,15,5,2,2,0,1,3,242,245
"1785",1,0.33,1,1,1,1,4,2,1,1,0,3,0,0,0,0,1,5,5,6,2,3,2,7,0,1,2,1,4,6,3,15,0,15,0,5,5,10,5,15,5,10,5,0,1,1,1,2,242,246
"1786",0,-0.01,1,1,1,1,2,2,1,1,1,1,0,1,1,2,7,7,8,0,0,7,5,2,6,7,7,7,1,2,0,0,10,15,5,5,15,0,2,0,2,0,0,2,1,0,5,0,242,247
"1787",1,0.16,1,1,1,1,2,2,1,1,3,2,1,1,4,3,1,5,9,1,2,1,4,2,2,3,6,3,5,7,0,5,5,5,0,10,5,10,5,5,0,15,5,2,3,0,1,4,242,248
"1788",0,0.27,1,7,1,1,1,4,1,1,4,2,1,1,4,4,2,2,4,8,3,3,0,6,6,2,2,5,3,7,1,2,2,10,5,0,11,15,5,5,15,20,0,0,0,2,0,3,242,249
"1789",1,0.67,1,1,1,1,2,2,1,1,5,2,0,1,3,3,2,0,0,3,3,7,0,0,0,1,0,0,5,3,1,0,0,5,0,5,0,10,10,0,5,5,0,3,0,2,2,6,242,250
"1790",1,0.44,1,7,1,1,1,1,1,1,3,2,1,1,1,4,2,2,2,4,4,5,1,6,3,1,4,2,1,5,1,1,1,6,1,14,5,17,10,10,10,10,3,1,1,2,2,5,242,251
"1791",0,0.37,1,1,1,1,7,3,1,1,1,0,0,2,2,2,1,0,2,1,3,6,7,3,2,1,1,1,6,0,5,30,0,7,7,21,5,3,10,3,0,5,5,2,1,2,4,3,252,273
"1792",1,0.47,0,4,1,1,2,2,0,1,2,0,0,1,0,1,1,1,1,3,1,8,1,5,3,1,0,1,1,5,4,30,15,5,5,15,10,10,5,5,5,5,10,2,2,0,1,1,252,274
"1793",0,0.38,1,7,1,1,0,0,1,1,2,1,1,5,2,7,2,0,1,3,2,4,1,1,0,2,2,0,4,7,4,25,15,0,20,15,25,10,10,0,5,5,10,1,2,1,3,0,252,275
"1794",0,0.34,1,2,1,1,6,2,1,1,2,1,0,2,1,5,1,1,3,5,1,3,0,1,5,2,3,2,7,0,6,24,9,3,11,17,10,5,13,9,2,3,10,2,3,1,2,2,252,276
"1795",0,-0.11,1,3,1,1,0,0,1,0,1,3,0,6,3,7,3,1,2,3,1,6,1,0,2,1,3,3,8,0,5,60,5,25,5,25,0,30,5,20,20,30,15,5,1,1,1,5,252,277
"1796",0,0.64,1,4,1,1,0,0,1,0,3,1,0,4,2,2,1,2,3,2,1,1,0,3,2,0,0,0,4,1,2,25,10,5,0,15,5,5,10,0,5,10,10,1,1,1,1,2,252,278
"1797",0,-0.09,1,3,1,1,6,0,1,1,2,0,0,3,2,3,3,5,3,2,1,5,0,4,6,1,8,7,8,1,3,27,10,3,15,15,10,20,2,5,12,7,4,1,0,1,3,3,252,279
"1798",0,0.45,1,3,1,1,1,0,1,1,0,0,0,4,2,2,3,1,1,2,0,7,1,0,2,1,2,1,7,0,5,25,5,5,10,20,5,0,5,10,5,5,5,4,0,1,4,4,252,280
"1799",0,0.53,1,1,1,1,1,4,1,1,1,3,0,0,1,1,4,0,1,1,3,7,3,0,3,1,2,4,6,7,8,20,5,5,10,20,20,5,5,10,5,0,5,2,1,1,3,5,252,281
"1800",0,-0.15,1,5,1,1,0,0,1,0,2,1,1,6,7,7,3,3,2,3,3,1,0,3,2,2,2,1,4,1,5,25,10,5,5,15,10,5,10,0,10,0,5,2,0,2,0,0,252,282
"1801",0,-0.02,1,1,1,1,0,0,1,0,2,0,1,5,3,3,2,3,2,1,2,3,1,1,4,6,6,2,7,5,5,50,15,15,15,15,10,10,5,10,10,10,5,0,0,0,0,1,252,283
"1802",0,0.54,1,1,1,1,0,4,1,0,1,0,1,5,1,2,1,0,3,1,3,4,0,3,4,0,1,0,1,3,3,25,5,0,5,15,0,5,10,5,0,0,0,2,3,1,2,3,252,284
"1803",0,0.11,1,4,1,1,0,0,1,1,0,4,1,1,4,3,2,2,4,2,10,4,0,5,6,1,1,1,1,8,0,20,5,0,0,20,5,0,15,5,5,15,10,1,1,1,1,2,252,285
"1804",0,0.11,1,6,1,1,3,6,1,0,0,1,0,3,0,1,5,1,1,2,5,5,1,4,1,2,1,3,6,6,3,10,10,0,10,10,20,5,10,0,5,0,0,6,3,2,3,3,252,286
"1805",0,0.5,1,6,0,1,0,0,1,0,1,1,1,2,2,2,1,5,4,2,2,5,1,6,1,1,1,1,1,6,2,35,15,20,20,18,8,2,15,10,5,13,5,2,1,2,4,0,252,287
"1806",0,0.34,1,1,1,1,2,4,1,0,0,1,0,5,2,0,0,2,1,1,0,5,0,0,3,2,4,2,7,0,5,20,5,10,0,15,10,10,15,15,5,10,5,4,1,1,2,3,252,288
"1807",0,0.09,1,0,1,1,0,1,1,0,2,1,1,6,3,2,1,4,0,3,1,6,1,4,4,2,3,1,7,1,3,20,5,15,5,25,20,10,15,5,5,0,15,5,0,1,1,2,252,289
"1808",0,0.31,1,6,1,1,1,5,1,1,1,0,0,3,2,5,1,0,2,4,2,8,1,1,6,4,0,1,7,3,5,30,15,5,15,20,15,5,0,0,10,5,10,4,5,1,4,1,252,290
"1809",1,-0.16,1,1,1,1,4,4,1,0,3,0,1,5,4,4,1,0,1,2,2,4,2,3,3,2,4,1,4,3,4,20,5,10,10,13,18,10,10,0,0,15,5,3,0,0,2,1,252,291
"1810",0,0.11,1,0,0,1,6,0,1,0,4,1,1,6,2,5,0,0,1,3,3,0,2,2,2,0,4,1,8,1,4,20,7,5,8,15,15,10,16,2,5,5,2,1,1,1,1,0,252,292
"1811",0,0.47,0,0,1,1,2,6,1,1,1,0,1,2,6,4,2,1,1,1,2,1,0,4,0,0,1,1,3,2,4,23,7,4,7,15,10,5,20,0,5,5,5,2,1,0,0,1,252,293
"1812",0,0.43,1,4,1,1,7,3,1,0,1,4,0,1,2,0,1,3,6,2,0,3,8,2,0,2,1,1,4,1,2,5,5,8,8,1,15,23,5,18,0,10,10,1,0,1,4,0,253,273
"1813",1,0.5,1,9,0,1,2,2,1,1,2,4,0,2,0,1,1,4,5,2,4,5,0,0,1,2,2,3,1,4,1,5,20,10,10,5,10,30,10,20,5,20,15,1,3,1,1,2,253,274
"1814",0,0.29,1,12,1,1,0,0,1,0,2,3,1,4,2,5,2,3,3,2,5,1,0,6,2,3,0,2,2,6,1,0,20,15,5,5,5,30,5,15,5,10,5,2,3,2,3,3,253,275
"1815",0,0.58,1,7,1,1,6,2,1,0,2,5,0,1,1,3,1,2,1,4,2,0,1,6,3,3,1,0,5,1,3,1,14,18,4,3,10,15,2,6,2,18,15,1,4,2,2,1,253,276
"1816",0,0.13,1,8,1,1,0,0,1,1,1,1,0,5,3,5,3,2,2,4,4,3,2,5,0,2,1,1,6,1,2,35,10,10,10,5,20,10,20,5,20,45,20,4,2,0,1,2,253,277
"1817",0,0.68,1,1,1,1,0,0,1,1,3,5,0,3,2,0,1,1,1,3,4,2,1,2,0,1,2,2,2,2,1,0,15,10,15,5,15,15,5,15,5,5,15,0,2,0,1,1,253,278
"1818",0,0.27,1,8,1,1,6,0,1,1,2,4,0,2,2,1,3,8,7,1,2,2,1,1,4,2,6,5,6,2,0,2,15,18,0,5,10,0,17,20,12,8,9,0,1,2,3,0,253,279
"1819",0,0.49,1,8,1,1,1,0,1,1,0,4,0,3,2,0,3,4,5,1,3,4,0,5,0,0,0,1,5,1,2,0,10,20,5,0,15,20,10,25,5,10,10,3,1,0,4,1,253,280
"1820",0,0.6,1,6,0,1,1,4,1,1,1,1,0,1,1,3,4,3,5,2,0,4,4,5,1,2,0,2,4,6,5,5,10,10,5,0,0,15,10,5,5,15,10,1,2,0,3,2,253,281
"1821",0,-0.41,1,10,1,1,0,0,1,1,2,3,1,5,7,5,3,6,6,2,6,2,1,2,0,3,0,3,2,2,2,0,15,10,10,5,10,15,5,15,10,15,10,1,1,1,0,3,253,282
"1822",0,-0.29,0,6,1,1,0,0,1,1,2,4,1,4,3,1,2,6,6,2,5,0,2,6,2,7,4,0,5,4,2,25,20,0,0,5,10,10,10,25,10,5,10,1,1,1,0,2,253,283
"1823",0,0.75,1,6,1,1,0,4,1,1,1,4,1,4,1,0,1,3,1,2,0,1,1,2,2,1,1,2,1,2,0,0,10,15,10,5,20,25,5,10,0,15,5,1,4,0,2,0,253,284
"1824",1,0.01,1,9,1,1,0,0,1,1,0,0,1,0,4,1,2,1,0,3,13,1,1,0,4,0,3,3,3,7,3,5,10,15,15,0,15,20,0,20,5,0,15,0,0,2,1,1,253,285
"1825",0,0.13,1,11,1,1,3,6,1,1,0,3,0,2,0,1,5,2,3,3,8,2,2,1,1,3,1,1,4,5,0,15,15,15,5,10,0,25,5,15,5,15,5,5,4,1,3,0,253,286
"1826",0,0.26,0,11,1,1,0,0,1,1,1,3,1,3,2,0,1,8,8,3,5,2,0,1,1,0,1,1,1,5,1,10,10,5,5,2,12,22,0,5,5,2,0,1,0,1,4,3,253,287
"1827",0,0.29,1,6,0,1,2,4,1,1,0,3,0,4,2,2,0,5,5,0,3,2,1,5,1,3,2,0,5,1,2,5,10,5,15,5,10,10,0,0,5,5,10,3,2,0,2,0,253,288
"1828",0,0.13,0,5,1,1,0,1,1,1,2,5,1,5,3,4,1,7,4,4,4,3,0,1,2,3,1,1,5,2,0,5,0,0,10,5,0,10,0,10,5,15,20,4,1,0,1,1,253,289
"1829",0,0.4,1,1,1,1,1,5,1,0,1,4,0,2,2,3,1,3,6,3,1,5,0,6,4,5,2,3,5,2,2,5,20,20,0,0,5,25,15,15,10,20,15,3,6,2,4,2,253,290
"1830",0,0.09,0,6,1,1,4,4,1,1,3,4,1,4,4,2,1,3,3,1,5,1,3,2,1,3,2,1,2,2,1,5,10,5,5,7,2,10,5,15,0,0,10,2,1,1,2,2,253,291
"1831",0,-0.04,1,5,1,1,6,0,1,1,4,5,1,5,2,3,0,3,5,4,6,3,3,3,0,1,2,3,6,2,1,5,12,10,7,5,5,30,1,17,5,10,3,0,0,2,1,3,253,292
"1832",0,0.38,1,5,1,1,2,6,1,0,1,4,1,1,6,2,2,2,3,0,5,2,1,1,2,1,1,1,1,1,1,2,12,11,8,5,10,25,5,15,5,10,10,1,0,1,0,2,253,293
"1833",0,0.62,0,7,1,1,0,1,1,0,1,0,0,2,1,1,3,2,5,0,0,4,7,3,2,1,1,1,4,6,1,5,18,7,7,4,5,13,0,13,5,5,0,1,3,3,3,1,254,273
"1834",0,0.33,1,2,1,1,5,0,1,1,2,0,0,5,1,2,3,3,4,4,4,6,1,1,3,1,2,3,1,1,0,5,3,5,5,2,0,20,5,15,0,15,5,1,0,1,2,1,254,274
"1835",0,0.34,0,1,1,1,7,2,1,0,2,1,1,1,1,4,4,2,2,4,5,2,1,7,0,2,0,2,2,1,0,0,3,0,20,2,15,20,0,10,10,5,15,2,0,0,2,2,254,275
"1836",0,0.49,0,4,1,1,1,0,1,0,2,1,0,2,0,2,1,1,0,6,2,1,0,7,5,2,1,0,5,6,2,1,9,3,11,0,0,5,3,1,7,13,5,1,1,0,1,0,254,276
"1837",0,0.19,0,3,1,1,7,2,1,1,1,3,0,2,4,4,5,1,1,2,4,4,1,6,2,1,1,1,6,6,1,35,13,25,5,8,10,20,15,10,25,40,10,4,1,2,0,3,254,277
"1838",0,0.74,0,10,1,1,7,2,1,1,3,1,0,0,1,1,1,0,0,1,4,1,0,3,2,0,2,2,2,7,2,0,8,5,0,2,5,5,0,10,0,0,5,0,1,2,0,0,254,278
"1839",0,0.39,0,3,1,1,1,2,1,1,2,0,0,1,1,0,5,7,6,3,2,3,0,2,6,1,6,5,6,7,1,2,8,3,15,2,0,10,12,15,17,3,1,0,2,0,2,1,254,279
"1840",0,0.48,0,3,1,1,6,2,1,1,0,0,0,0,1,1,5,3,4,3,3,5,1,6,2,1,0,1,5,6,1,0,13,5,10,3,5,10,5,20,10,5,0,3,2,2,3,2,254,280
"1841",0,0.52,0,5,1,1,6,2,1,1,1,3,0,4,2,4,6,2,4,0,0,5,3,6,3,1,0,2,4,1,4,5,13,5,10,3,10,5,5,0,0,10,0,1,1,2,2,3,254,281
"1842",0,-0.39,1,1,1,1,7,2,1,1,2,1,1,2,8,4,5,5,5,4,6,1,0,3,2,2,0,3,2,7,1,0,8,5,5,2,0,5,0,10,15,10,0,1,2,3,1,2,254,282
"1843",0,-0.11,1,5,1,1,7,2,1,1,2,0,1,1,4,0,4,5,5,0,5,1,1,7,4,6,4,0,5,1,1,25,3,15,15,2,0,0,5,20,15,0,0,1,2,1,1,1,254,283
"1844",0,0.77,0,5,1,1,7,2,1,1,1,0,1,1,0,1,3,2,0,0,0,2,0,3,4,0,1,2,1,3,1,0,13,0,5,2,10,15,0,5,5,10,5,1,1,2,1,1,254,284
"1845",0,-0.25,1,2,1,1,7,2,1,1,0,4,1,3,5,0,0,0,1,1,13,2,0,1,6,1,3,3,3,2,4,5,13,0,0,3,5,10,5,15,0,5,5,0,3,0,2,0,254,285
"1846",0,0.11,0,0,1,1,4,4,1,1,0,1,0,1,1,2,7,1,2,1,8,3,1,2,1,2,1,1,4,0,1,15,8,0,10,7,10,15,0,10,10,10,5,5,1,3,2,1,254,286
"1847",0,0.29,1,0,1,1,7,2,1,1,1,1,1,6,1,1,3,7,7,1,5,3,1,0,1,1,1,1,1,0,2,10,33,20,20,1,2,12,5,0,0,3,10,1,3,3,3,2,254,287
"1848",0,0.38,0,5,1,1,5,2,1,1,0,1,0,1,3,3,2,4,4,2,3,3,0,6,3,2,2,0,5,6,1,5,13,10,0,2,0,0,5,5,0,0,0,3,1,2,1,1,254,288
"1849",0,0.23,1,6,1,1,7,1,1,1,2,1,1,2,4,5,3,6,3,2,4,4,1,2,4,2,1,1,5,7,1,5,23,15,5,8,10,0,5,5,10,10,10,4,2,2,2,0,254,289
"1850",0,0.37,0,12,1,1,6,3,1,0,1,0,0,1,1,2,3,2,5,5,1,6,1,7,6,4,2,3,5,3,1,5,3,5,15,3,5,15,10,10,5,15,5,3,3,0,3,1,254,290
"1851",0,0.09,1,5,1,1,3,2,1,1,3,0,1,1,5,1,3,2,2,3,5,2,2,3,3,2,2,1,2,3,0,5,13,10,10,4,8,0,0,10,5,5,0,2,2,1,1,1,254,291
"1852",0,0.16,1,6,1,1,1,2,1,1,4,1,1,2,3,2,2,2,4,2,6,2,2,4,2,0,2,3,6,7,0,5,11,5,8,2,5,20,6,12,10,5,7,0,3,0,0,2,254,292
"1853",0,0.27,1,6,1,1,5,4,1,0,1,0,1,2,7,1,0,1,2,2,5,1,0,2,0,0,1,1,1,4,0,2,11,4,7,2,0,15,10,10,10,5,0,1,3,1,1,1,254,293
"1854",0,0.19,1,3,0,1,5,3,1,1,2,1,1,0,7,4,1,1,2,4,1,2,4,1,0,1,0,0,6,1,1,13.33,8.33,1.33,1.33,12.67,11.67,33,5,13,10,5,0,1,2,0,1,1,255,273
"1855",0,0.28,1,2,1,1,0,2,1,1,3,1,1,3,5,5,1,0,1,0,3,4,4,3,1,1,1,2,1,6,0,13.33,6.67,3.33,3.33,6.67,6.67,40,0,15,15,15,5,1,1,2,4,3,255,274
"1856",0,0.3,1,5,1,1,2,0,1,1,3,0,1,3,7,1,0,1,1,0,4,0,4,3,2,0,1,1,4,8,0,8.33,6.67,8.33,11.67,6.67,8.33,40,5,10,5,5,15,4,1,3,0,4,255,275
"1857",0,0.24,1,0,0,1,4,2,1,1,3,2,1,0,6,1,3,2,3,2,1,1,3,3,3,0,2,1,7,1,2,7.33,0.670000000000002,11.33,2.67,8.67,6.67,25,8,1,8,13,5,1,2,3,1,2,255,276
